

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
Answer mention types: None
---
1.8865336990356445	None	4.49174690246582	Murray Robson had replaced Vernon Treatt as the Liberal Party leader and Leader of the Opposition in August 1954, but had proved inept for the position and was replaced by Pat Morton as leader in September 1955.	<--Murray Robson had replaced Vernon Treatt as the Liberal Party leader and Leader of the Opposition in August 1954, but had proved inept for the position and was replaced by Pat Morton as leader in September 1955.	wiki_3872498_15	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.4471643567085266, 0.30369260907173157, 0.08579644560813904, 0.332603394985199, 0.03986366093158722, 0.4471643567085266, 0.03857021406292915, 0.30369260907173157, 0.24061435461044312, 0.3884449899196625, 0.332603394985199, 0.22923077642917633]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3685779571533203, 0.3502346873283386, 0.5015177130699158]
Mention choice: None
Turn choice: None
Answer mentions: ['Pat Morton', 'Murray Robson', 'Liberal Party', 'Vernon Treatt']
Answer mention types: None
---
1.8292255783081055	None	4.35529899597168	He succeeded as Leader of the Opposition at the end of the year, when Whitlam resigned as a result of Labor's defeat at the 1977 election.	<--He succeeded as Leader of the Opposition at the end of the year, when Whitlam resigned as a result of Labor's defeat at the 1977 election.	wiki_4480629_8	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843894839286804, 0.3001452386379242, 0.04482773318886757, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905094623565674, 0.3001452386379242, 0.33291685581207275]
Mention to answer weight: [0.20272256433963776, 0.20284274220466614, 0.09146563708782196, 0.17365476489067078, 0.02074490860104561, 0.20272256433963776, 0.07352093607187271, 0.20284274220466614, 0.30282196402549744, 0.233538419008255, 0.17365476489067078, 0.17909051477909088]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.2972160875797272, 0.31990697979927063, 0.36745625734329224]
Mention choice: None
Turn choice: None
Answer mentions: ['Whitlam', 'Labor Party']
Answer mention types: None
---
1.8002859306335448	None	4.286395072937012	He was the leader of the Australian Labor Party and Leader of the Opposition from December 2003 to January 2005.	<--He was the leader of the Australian Labor Party and Leader of the Opposition from December 2003 to January 2005.	wiki_3193461_1	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.31592297554016113, 0.5281946063041687, 0.1349359005689621, 0.37870779633522034, 0.09028872847557068, 0.31592297554016113, 0.23157553374767303, 0.5281946063041687, 0.35745343565940857, 0.43746814131736755, 0.37870779633522034, 0.2524389922618866]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.570996880531311, 0.44605299830436707, 0.4730137586593628]
Mention choice: None
Turn choice: None
Answer mentions: ['Australian Labor Party']
Answer mention types: None
---
1.7559620189666747	None	4.180861949920654	There had already been murmurs in early 1987 of a vice-regal intervention in Queensland politics when "The Australian" newspaper in March featured a front page article detailing the threat by State Opposition leader Nev Warburton to ask Governor Campbell to dismiss the Bjelke-Petersen ministry over allegations of illegal conduct by the Government.	<--There had already been murmurs in early 1987 of a vice-regal intervention in Queensland politics when "The Australian" newspaper in March featured a front page article detailing the threat by State Opposition leader Nev Warburton to ask Governor Campbell to dismiss the Bjelke-Petersen ministry over allegations of illegal conduct by the Government.	wiki_4664618_42	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452386379242, 0.044827718287706375, 0.3242662250995636, 0.09175442159175873, 0.3909599184989929, 0.2616885304450989, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.1880856454372406, 0.4176833927631378, 0.18894314765930176, 0.23522695899009705, 0.07803625613451004, 0.1880856454372406, 0.2674235701560974, 0.4176833927631378, 0.22077925503253937, 0.6716093420982361, 0.23522695899009705, 0.1959284096956253]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4134899377822876, 0.39504513144493103, 0.44778895378112793]
Mention choice: None
Turn choice: None
Answer mentions: ['Nev Warburton', 'Government', 'Bjelke Petersen', 'State Opposition', 'Australian', 'Walter Campbell', 'Supreme Court of Queensland']
Answer mention types: None
---
1.609182057380676	None	3.831385850906372	He was elected leader of the Liberal Party in opposition in 2006, and served as Premier from 2010 until 2013 after winning the 2010 state election.	<--He was elected leader of the Liberal Party in opposition in 2006, and served as Premier from 2010 until 2013 after winning the 2010 state election.	wiki_3734795_2	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.5383884310722351, 0.4642314910888672, 0.1507483273744583, 0.29945480823516846, 0.10174740105867386, 0.5383884310722351, 0.22086437046527863, 0.4642314910888672, 0.21413229405879974, 0.39467093348503113, 0.29945480823516846, 0.2674667239189148]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.5488627552986145, 0.47173479199409485, 0.48400574922561646]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal Party']
Answer mention types: None
---
1.6015803480148314	None	3.813286542892456	Caltabiano served as Leader of the Opposition in Brisbane City Council from 2000 until 2002, when he was ousted during a factional deal involving a dispute over representation on the State Liberal Council.	<--Caltabiano served as Leader of the Opposition in Brisbane City Council from 2000 until 2002, when he was ousted during a factional deal involving a dispute over representation on the State Liberal Council.	wiki_916619_10	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.2527104318141937, 0.32070258259773254, 0.1036260649561882, 0.28856000304222107, 0.12521490454673767, 0.2527104318141937, 0.2090921252965927, 0.32070258259773254, 0.22165244817733765, 0.3037329912185669, 0.28856000304222107, 0.18969380855560303]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3753514885902405, 0.34808728098869324, 0.4417921304702759]
Mention choice: None
Turn choice: None
Answer mentions: ['City of Brisbane', 'Michael Caltabiano', 'State Liberal Council']
Answer mention types: None
---
1.4512489700317381	None	3.455354690551758	He first served as parliamentary leader of the Liberal Party and as opposition leader from 2008 to 2009, and became parliamentary leader and Prime Minister after defeating Tony Abbott at the 2015 Liberal leadership spill.	<--He first served as parliamentary leader of the Liberal Party and as opposition leader from 2008 to 2009, and became parliamentary leader and Prime Minister after defeating Tony Abbott at the 2015 Liberal leadership spill.	wiki_4479487_1	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.4789932072162628, 0.519684374332428, 0.13191555440425873, 0.3519856333732605, 0.040519505739212036, 0.4789932072162628, 0.15841203927993774, 0.519684374332428, 0.23544926941394806, 0.3638370633125305, 0.3519856333732605, 0.26992833614349365]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.579927384853363, 0.41059717535972595, 0.4717184603214264]
Mention choice: None
Turn choice: None
Answer mentions: ['Tony Abbott', 'Liberal Party']
Answer mention types: None
---
1.3956081104278564	None	3.322876453399658	Neville George Warburton (born 23 February 1932) is a former Queensland politician, who served as leader of the opposition from 1984 to 1988, and as a minister in the Goss Ministry from 1989 to 1992.	<--Neville George Warburton (born 23 February 1932) is a former Queensland politician, who served as leader of the opposition from 1984 to 1988, and as a minister in the Goss Ministry from 1989 to 1992.	wiki_5415109_0	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.39095988869667053, 0.34843888878822327, 0.3001452088356018, 0.04482767730951309, 0.3242662250995636, 0.09175440669059753, 0.39095988869667053, 0.2616884708404541, 0.7905095219612122, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.21848435699939728, 0.3910945653915405, 0.1252405047416687, 0.3664783835411072, 0.10836751759052277, 0.21848435699939728, 0.26862528920173645, 0.3910945653915405, 0.2752048671245575, 0.8010231852531433, 0.3664783835411072, 0.11431460827589035]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4149278700351715, 0.42296382784843445, 0.5433986783027649]
Mention choice: None
Turn choice: None
Answer mentions: ['Goss Ministry', 'Queensland', 'Nev Warburton']
Answer mention types: None
---
1.276579785346985	None	3.039475679397583	He was a minister in the Gorton, McMahon and Fraser governments and federal leader of the Liberal Party of Australia and Leader of the Opposition (1983̢  1985 and 1989̢  1990), leading the Coalition opposition to defeat at the 1984 election and the 1990 election.	<--He was a minister in the Gorton, McMahon and Fraser governments and federal leader of the Liberal Party of Australia and Leader of the Opposition (1983̢  1985 and 1989̢  1990), leading the Coalition opposition to defeat at the 1984 election and the 1990 election.	wiki_4489537_1	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.5098541975021362, 0.47926387190818787, 0.19451336562633514, 0.4511294960975647, 0.12042536586523056, 0.5098541975021362, 0.2569429576396942, 0.47926387190818787, 0.3054044544696808, 0.5055697560310364, 0.4511294960975647, 0.23999889194965363]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.5181883573532104, 0.5356323719024658, 0.5696501731872559]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal Party', 'Australia', 'Fraser', 'Gorton', 'McMahon']
Answer mention types: None
---
1.2305776977539062	None	2.9299468994140625	He was the Deputy Premier of Queensland from 1953 until 1957 and Leader of the Opposition of Queensland from 1958 until 1966.	<--He was the Deputy Premier of Queensland from 1953 until 1957 and Leader of the Opposition of Queensland from 1958 until 1966.	wiki_2417730_1	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.1609898805618286, 0.45162051916122437, 0.099768728017807, 0.3203290104866028, 0.10430292785167694, 0.1609898805618286, 0.44731199741363525, 0.45162051916122437, 0.17391814291477203, 0.3882203996181488, 0.3203290104866028, 0.18315763771533966]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.39662447571754456, 0.4259149134159088, 0.4362829923629761]
Mention choice: None
Turn choice: None
Answer mentions: ['Opposition of Queensland', 'Opposition of Queensland']
Answer mention types: None
---
1.120843677520752	None	2.668675422668457	Nuttall won the seat of Sandgate at the 1992 state election as the Labor candidate, succeeding the retiring former Labor Opposition leader, Nev Warburton.	<--Nuttall won the seat of Sandgate at the 1992 state election as the Labor candidate, succeeding the retiring former Labor Opposition leader, Nev Warburton.	wiki_2243844_6	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843894839286804, 0.3001452386379242, 0.04482773318886757, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452386379242, 0.33291685581207275]
Mention to answer weight: [0.223537415266037, 0.2228117436170578, 0.12804441154003143, 0.18712425231933594, 0.13720080256462097, 0.223537415266037, 0.11250653862953186, 0.2228117436170578, 0.2284160703420639, 0.5744274258613586, 0.18712425231933594, 0.09402962028980255]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.32152751088142395, 0.37999144196510315, 0.41161856055259705]
Mention choice: None
Turn choice: None
Answer mentions: ['Nev Warburton', 'Labor Opposition', 'Sandgate', 'Labor Party']
Answer mention types: None
---
1.0722008085250854	None	2.55285906791687	Whitlam became Deputy Leader of the Labor Party in 1960, and in 1967, after the retirement of Arthur Calwell, was elected Leader and became the Leader of the Opposition.	<--Whitlam became Deputy Leader of the Labor Party in 1960, and in 1967, after the retirement of Arthur Calwell, was elected Leader and became the Leader of the Opposition.	wiki_2022628_6	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.23968498408794403, 0.2775706648826599, 0.10738333314657211, 0.25497254729270935, 0.032226450741291046, 0.23968498408794403, 0.12377671152353287, 0.2775706648826599, 0.3652448058128357, 0.3602769076824188, 0.25497254729270935, 0.1939978301525116]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.3432800769805908, 0.3466106951236725, 0.47571346163749695]
Mention choice: None
Turn choice: None
Answer mentions: ['Labor Party', 'Opposition', 'Arthur Calwell']
Answer mention types: None
---
1.0492815256118775	None	2.4982893466949463	While still working as an editor and journalist he had a short but distinguished political career as a Member of the New South Wales Legislative Assembly from 1968̢  1978 for the Liberal Party of Australia, serving both as a Minister in the State Cabinet and in the final year as Leader of the New South Wales Opposition.	<--While still working as an editor and journalist he had a short but distinguished political career as a Member of the New South Wales Legislative Assembly from 1968̢  1978 for the Liberal Party of Australia, serving both as a Minister in the State Cabinet and in the final year as Leader of the New South Wales Opposition.	wiki_5373734_2	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.39589497447013855, 0.4992303252220154, 0.18935513496398926, 0.3422847092151642, 0.13594621419906616, 0.39589497447013855, 0.2546796202659607, 0.4992303252220154, 0.2962305247783661, 0.4685002565383911, 0.3422847092151642, 0.2539099454879761]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.5449150800704956, 0.4994823634624481, 0.5168702602386475]
Mention choice: None
Turn choice: None
Answer mentions: ['State Cabinet', 'New South Wales Legislative Assembly', 'New South Wales Opposition', 'Liberal Party of Australia']
Answer mention types: None
---
1.045876007080078	None	2.4901809692382812	Ontario's first Leader of the Opposition was Edward Blake of the Ontario Liberal Party who held the position from 1869 until 1871 when he became Premier of Ontario (Archibald McKellar had previously led the Liberal Party in the legislature for two years, but was not formally recognized as opposition leader).	<--Ontario's first Leader of the Opposition was Edward Blake of the Ontario Liberal Party who held the position from 1869 until 1871 when he became Premier of Ontario (Archibald McKellar had previously led the Liberal Party in the legislature for two years, but was not formally recognized as opposition leader).	wiki_3827117_2	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.47091391682624817, 0.3111075460910797, 0.16038212180137634, 0.21865013241767883, 0.04469728842377663, 0.47091391682624817, 0.13997261226177216, 0.3111075460910797, 0.2389465570449829, 0.29300060868263245, 0.21865013241767883, 0.2640135586261749]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.37344425916671753, 0.3200044631958008, 0.4291037917137146]
Mention choice: None
Turn choice: None
Answer mentions: ['Ontario Liberal Party', 'Liberal Party', 'Edward Blake', 'Archibald McKellar', 'United Farmers of Ontario', 'United Farmers of Ontario']
Answer mention types: None
---
0.9458039903640747	None	2.2519142627716064	Following the 1993 Election loss, the Liberal Opposition initially retained John Hewson as leader, but in 1994 elected the younger	<--Following the 1993 Election loss, the Liberal Opposition initially retained John Hewson as leader, but in 1994 elected the younger	wiki_1279807_172	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.36054864525794983, 0.23804983496665955, 0.07406071573495865, 0.23016108572483063, 0.11132393032312393, 0.36054864525794983, 0.0593612976372242, 0.23804983496665955, 0.2094613015651703, 0.31437811255455017, 0.23016108572483063, 0.21361508965492249]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.305725634098053, 0.4212031066417694, 0.4383070468902588]
Mention choice: None
Turn choice: None
Answer mentions: ['John Hewson', 'Liberal Opposition']
Answer mention types: None
---
0.9444770908355713	None	2.2487549781799316	He was Leader of the Opposition and parliamentary leader of the LNP from 2009 to 2011̢  the first person from the Liberal side of the merger to hold the post.	<--He was Leader of the Opposition and parliamentary leader of the LNP from 2009 to 2011̢  the first person from the Liberal side of the merger to hold the post.	wiki_994102_1	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.4282969832420349, 0.5027796626091003, 0.23878444731235504, 0.37018832564353943, 0.17017152905464172, 0.4282969832420349, 0.14114119112491608, 0.5027796626091003, 0.26812779903411865, 0.45082929730415344, 0.37018832564353943, 0.35133057832717896]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.569861888885498, 0.36100685596466064, 0.4951750636100769]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal National Party', 'LNP', 'Opposition']
Answer mention types: None
---
0.9224115657806397	None	2.1962180137634277	2From 1930, the Liberal Party was led by Mitchell Hepburn, but Sinclair continued as Leader of the Opposition as Hepburn did not seek a seat in the legislature until the 1934 general election which made him Premier.	<--2From 1930, the Liberal Party was led by Mitchell Hepburn, but Sinclair continued as Leader of the Opposition as Hepburn did not seek a seat in the legislature until the 1934 general election which made him Premier.	wiki_3827117_10	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.39095988869667053, 0.34843888878822327, 0.3001452088356018, 0.04482767730951309, 0.3242662250995636, 0.09175440669059753, 0.39095988869667053, 0.2616884708404541, 0.7905094623565674, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.5924098491668701, 0.3115648031234741, 0.16538873314857483, 0.24042363464832306, 0.040640030056238174, 0.5924098491668701, 0.12200284004211426, 0.3115648031234741, 0.2864820659160614, 0.295718789100647, 0.24042363464832306, 0.2882338762283325]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4422960877418518, 0.404459685087204, 0.3779251277446747]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal Party', 'Mitchell Hepburn', 'Leader of the Opposition', 'Sinclair']
Answer mention types: None
---
0.916732063293457	None	2.1826953887939453	He replaced Andrew Peacock as leader of the Opposition and in 1985 and challenged the Hawke Government at the 1987 Election, which saw Labor returned.	<--He replaced Andrew Peacock as leader of the Opposition and in 1985 and challenged the Hawke Government at the 1987 Election, which saw Labor returned.	wiki_300841_18	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.25942015647888184, 0.375991553068161, 0.15037545561790466, 0.28023916482925415, 0.04097955673933029, 0.25942015647888184, 0.15745623409748077, 0.375991553068161, 0.2784491777420044, 0.3543524444103241, 0.28023916482925415, 0.20735608041286469]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4436080753803253, 0.47774261236190796, 0.49482959508895874]
Mention choice: None
Turn choice: None
Answer mentions: ['Howard Government', 'Australian Labor Party', 'Andrew Peacock']
Answer mention types: None
---
0.8650594854354858	None	2.0596654415130615	Kim Beazley was elected unopposed to become Leader of the Labor Party and Leader of the Opposition for a second time on 28 January 2005, replacing Mark Latham who resigned after Labor's 2004 election defeat.	<--Kim Beazley was elected unopposed to become Leader of the Labor Party and Leader of the Opposition for a second time on 28 January 2005, replacing Mark Latham who resigned after Labor's 2004 election defeat.	wiki_3854058_4	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291688561439514]
Mention to answer weight: [0.2971658706665039, 0.3465903699398041, 0.06699445098638535, 0.28104162216186523, 0.0568791925907135, 0.2971658706665039, 0.12118040025234222, 0.3465903699398041, 0.31906989216804504, 0.34971997141838074, 0.28104162216186523, 0.22390909492969513]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4032151699066162, 0.3957628011703491, 0.5013127326965332]
Mention choice: None
Turn choice: None
Answer mentions: ['Kim Beazley', 'Australian Labor Party leadership spill, 2006', 'Australian Labor Party leadership spill, 2006', 'Mark Latham', 'Opposition for a']
Answer mention types: None
---
0.837781240940094	None	1.9947172403335571	She was appointed Opposition Leader in 1999, and won a surprise victory at the 2001 territory election, becoming the first Australian Labor Party (ALP) and first female Chief Minister of the Northern Territory.	<--She was appointed Opposition Leader in 1999, and won a surprise victory at the 2001 territory election, becoming the first Australian Labor Party (ALP) and first female Chief Minister of the Northern Territory.	wiki_3116260_2	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599184989929, 0.34843897819519043, 0.3001452088356018, 0.044827692210674286, 0.3242662250995636, 0.09175440669059753, 0.3909599184989929, 0.2616885006427765, 0.7905095815658569, 0.3001452088356018, 0.33291682600975037]
Mention to answer weight: [0.3283854126930237, 0.3835475742816925, 0.16747432947158813, 0.2182280421257019, 0.13836027681827545, 0.3283854126930237, 0.24813616275787354, 0.3835475742816925, 0.27417030930519104, 0.3828854262828827, 0.2182280421257019, 0.4219840466976166]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.4286176860332489, 0.42009612917900085, 0.43620023131370544]
Mention choice: None
Turn choice: None
Answer mentions: ['Australian Labor Party', 'ALP', 'Northern Territory']
Answer mention types: None
---
0.7688737392425536	None	1.8306517601013184	In 1985, Howard was elected leader of the Liberal Party for the first time, thus replacing Andrew Peacock as Leader of the Opposition.	<--In 1985, Howard was elected leader of the Liberal Party for the first time, thus replacing Andrew Peacock as Leader of the Opposition.	wiki_823062_6	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.47533127665519714, 0.3445585370063782, 0.1332528293132782, 0.24323050677776337, 0.008221513591706753, 0.47533127665519714, 0.11875604093074799, 0.3445585370063782, 0.2733915150165558, 0.3058224320411682, 0.24323050677776337, 0.2360258400440216]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.44267889857292175, 0.4605255126953125, 0.5169971585273743]
Mention choice: None
Turn choice: None
Answer mentions: ['Opposition', 'Liberal Party', 'John Howard', 'Andrew Peacock']
Answer mention types: None
---
0.6370997285842895	None	1.5169041156768799	He served as Leader of the Opposition in the Parliament of South Australia and also in the Australian Senate.	<--He served as Leader of the Opposition in the Parliament of South Australia and also in the Australian Senate.	wiki_3402617_1	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
Mention to answer weight: [0.2585449516773224, 0.5384669303894043, 0.14502164721488953, 0.35816827416419983, 0.0933205783367157, 0.2585449516773224, 0.2959091067314148, 0.5384669303894043, 0.23796692490577698, 0.43943965435028076, 0.35816827416419983, 0.23742935061454773]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.5204905867576599, 0.40512096881866455, 0.4228883981704712]
Mention choice: None
Turn choice: None
Answer mentions: ['Australian Labor Party']
Answer mention types: None
---
0.6351986503601074	None	1.5123777389526367	It culminated on 11 November 1975 with the dismissal from office of the Prime Minister, Gough Whitlam of the Australian Labor Party (ALP), by Governor-General Sir John Kerr, who then commissioned the Leader of the Opposition, Malcolm Fraser of the Liberal Party, as caretaker Prime Minister.	<--It culminated on 11 November 1975 with the dismissal from office of the Prime Minister, Gough Whitlam of the Australian Labor Party (ALP), by Governor-General Sir John Kerr, who then commissioned the Leader of the Opposition, Malcolm Fraser of the Liberal Party, as caretaker Prime Minister.	wiki_3112386_1	Q_4597_3
Mention to question weight: [0.3242661654949188, 0.39095988869667053, 0.34843891859054565, 0.3001451790332794, 0.04482772946357727, 0.3242661654949188, 0.09175439924001694, 0.39095988869667053, 0.2616885006427765, 0.7905095219612122, 0.3001451790332794, 0.33291682600975037]
Mention to answer weight: [0.5244428515434265, 0.37750789523124695, 0.14329083263874054, 0.24622923135757446, 0.0061889225617051125, 0.5244428515434265, 0.19565130770206451, 0.37750789523124695, 0.3374347388744354, 0.3285742402076721, 0.24622923135757446, 0.43862468004226685]
Turn to question weight: [0.44156545400619507, 0.22068236768245697, 0.5281640291213989]
Turn to answer weight: [0.43069493770599365, 0.38389822840690613, 0.39993590116500854]
Mention choice: None
Turn choice: None
Answer mentions: ['ALP', 'Gough Whitlam', '1975 Australian constitutional crisis', 'Malcolm Fraser', 'Liberal Party', 'Opposition', 'John Kerr']
Answer mention types: None
---
0.5845542168617248	None	1.3917957544326782	3 Until 1954, the Liberals were led from outside the legislature by Walter Thomson with Oliver as acting Leader of the Opposition.	<--3 Until 1954, the Liberals were led from outside the legislature by Walter Thomson with Oliver as acting Leader of the Opposition.	wiki_3827117_11	Q_4597_3
Mention to question weight: [0.3242662250995636, 0.3909599781036377, 0.34843894839286804, 0.3001452386379242, 0.04482770338654518, 0.3242662250995636, 0.09175442159175873, 0.3909599781036377, 0.26168856024742126, 0.7905095815658569, 0.3001452386379242, 0.33291682600975037]
