

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.06452733278274536, 0.3132120668888092, 0.13087491691112518, 0.22031812369823456]
Mention choice: None
Turn choice: None
Answer mentions: ['Democrat', 'Rob Quist', 'Greg Gianforte']
Answer mention types: None
---
1.1147581243515015	None	2.6541860103607178	The flow of big money in the race portended an epic battle at the ballot box Ã¢   as Republican groups poured cash into the state to help Greg Gianforte retain the state's only U.S House seat for his party and as Democrat Rob Quist rallied progressives attempting to push back against last fall's GOP tide.	<--The flow of big money in the race portended an epic battle at the ballot box Ã¢   as Republican groups poured cash into the state to help Greg Gianforte retain the state's only U.S House seat for his party and as Democrat Rob Quist rallied progressives attempting to push back against last fall's GOP tide.	news_395992_58	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188474848866463, 0.23403166234493256, 0.0824282094836235, 0.2143411487340927, 0.17686709761619568, 0.3554407060146332, 0.04256775975227356, 0.10071521997451782, 0.11379864811897278, 0.04256775975227356, 0.3469694256782532, 0.05063161626458168, 0.7145088911056519, 0.36310014128685, 0.3469694256782532]
Mention to answer weight: [0.16671840846538544, 0.045649830251932144, 0.10376579314470291, 0.054243505001068115, 0.10372024029493332, 0.0879608690738678, 0.17238527536392212, -0.013558348640799522, 0.11943643540143967, 0.07907270640134811, -0.013558348640799522, 0.16561251878738403, 0.016335345804691315, 0.5099155306816101, 0.17677800357341766, 0.16561251878738403]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.12797565758228302, 0.28602373600006104, 0.23015448451042175, 0.307799369096756]
Mention choice: None
Turn choice: None
Answer mentions: ['Republican', 'Greg Gianforte', 'GOP', 'Democrat', "Illinois's 1st congressional district", 'Rob Quist']
Answer mention types: None
---
1.1021211862564086	None	2.624098062515259	History suggests that Republican Greg Gianforte, a billionaire former software executive, should easily dispatch his Democrat opponent, country and bluegrass musician Rob Quist.	<--History suggests that Republican Greg Gianforte, a billionaire former software executive, should easily dispatch his Democrat opponent, country and bluegrass musician Rob Quist.	news_391429_10	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.031884707510471344, 0.23403166234493256, 0.08242820203304291, 0.21434111893177032, 0.17686709761619568, 0.3554407060146332, 0.042567797005176544, 0.10071520507335663, 0.11379864811897278, 0.042567797005176544, 0.3469694256782532, 0.05063161253929138, 0.7145090103149414, 0.36310014128685, 0.3469694256782532]
Mention to answer weight: [0.15450870990753174, -0.03989638760685921, 0.11569328606128693, -0.039854444563388824, 0.08819269388914108, 0.11643235385417938, 0.19424138963222504, -0.0844225063920021, 0.022560646757483482, -0.014707344584167004, -0.0844225063920021, 0.18335318565368652, -0.03413955122232437, 0.5323059558868408, 0.17391802370548248, 0.18335318565368652]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.061214663088321686, 0.26096710562705994, 0.12940961122512817, 0.27274349331855774]
Mention choice: None
Turn choice: None
Answer mentions: ['Democrat', 'Greg Gianforte', 'Rob Quist', 'Republican']
Answer mention types: None
---
1.032881383895874	None	2.4592413902282715	In urging the crowd to vote for Representative Greg Gianforte, who is running for re-election and who was sentenced to anger management classes and community service for assaulting a reporter last spring, Mr. Trump jokingly warned the crowd to  never wrestle him.	<--In urging the crowd to vote for Representative Greg Gianforte, who is running for re-election and who was sentenced to anger management classes and community service for assaulting a reporter last spring, Mr. Trump jokingly warned the crowd to  never wrestle him.	news_1401797_2	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188468515872955, 0.23403166234493256, 0.08242817968130112, 0.2143411487340927, 0.1768670529127121, 0.3554407060146332, 0.04256775975227356, 0.10071520507335663, 0.11379861831665039, 0.04256775975227356, 0.3469693958759308, 0.05063158646225929, 0.7145090103149414, 0.3631000816822052, 0.3469693958759308]
Mention to answer weight: [0.16605928540229797, -0.02133340761065483, 0.14166902005672455, -0.011561313644051552, 0.09419195353984833, 0.1325356513261795, 0.1575663834810257, -0.021954260766506195, 0.03711119666695595, 0.007741642650216818, -0.021954260766506195, 0.16900859773159027, 0.029751837253570557, 0.5371100306510925, 0.15210522711277008, 0.16900859773159027]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.10284753143787384, 0.27482280135154724, 0.1864108443260193, 0.21829374134540558]
Mention choice: None
Turn choice: None
Answer mentions: ['Trump', 'Greg Gianforte']
Answer mention types: None
---
1.000418357849121	None	2.381948471069336	Republican U.S. Sen. Steve Daines expressed a similar view, as did Greg Gianforte in his unsuccessful bid to unseat Democratic governor Steve Bullock, the Missoulian reported (https://tinyurl.com/hau86gg).	<--Republican U.S. Sen. Steve Daines expressed a similar view, as did Greg Gianforte in his unsuccessful bid to unseat Democratic governor Steve Bullock, the Missoulian reported (https://tinyurl.com/hau86gg).	news_21281_9	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188468515872955, 0.23403166234493256, 0.08242817968130112, 0.2143411487340927, 0.1768670529127121, 0.3554407060146332, 0.04256775975227356, 0.10071520507335663, 0.11379861831665039, 0.04256775975227356, 0.3469693958759308, 0.05063158646225929, 0.7145090103149414, 0.3631000816822052, 0.3469693958759308]
Mention to answer weight: [0.2560238540172577, 0.06037810072302818, 0.3576211929321289, 0.01756613701581955, 0.03500804677605629, 0.31690043210983276, 0.14807963371276855, -0.00498562166467309, 0.04370049014687538, 0.03602100536227226, -0.00498562166467309, 0.14265745878219604, -0.01655867137014866, 0.43669795989990234, 0.21055756509304047, 0.14265745878219604]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.2973783016204834, 0.39428049325942993, 0.24460157752037048, 0.2191472202539444]
Mention choice: None
Turn choice: None
Answer mentions: ['Democratic', 'Republican', 'U.S.', 'Steve Daines', 'Greg Gianforte', 'Missoulian', 'Steve Bullock']
Answer mention types: None
---
0.9438736724853515	None	2.2473182678222656	Republicans nominated Greg Gianforte, a businessman who unsuccessfully ran for governor in 2016.	<--Republicans nominated Greg Gianforte, a businessman who unsuccessfully ran for governor in 2016.	news_243433_33	Q_6437_4
Mention to question weight: [0.31834810972213745, 0.03188471496105194, 0.23403166234493256, 0.0824282243847847, 0.2143411934375763, 0.17686708271503448, 0.3554407060146332, 0.04256778955459595, 0.10071519017219543, 0.11379865556955338, 0.04256778955459595, 0.34696945548057556, 0.050631605088710785, 0.7145090699195862, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.1984599083662033, 0.06828135997056961, 0.15346091985702515, 0.0663352683186531, 0.16639646887779236, 0.13268761336803436, 0.22487419843673706, -0.001829824410378933, 0.14908020198345184, 0.13567191362380981, -0.001829824410378933, 0.21310599148273468, 0.005873370449990034, 0.6400367021560669, 0.19909626245498657, 0.21310599148273468]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.18050330877304077, 0.3906518816947937, 0.2782331705093384, 0.3427868187427521]
Mention choice: None
Turn choice: None
Answer mentions: ['Republicans', 'Greg Gianforte']
Answer mention types: None
---
0.9361194562911987	None	2.228855848312378	"Greg Gianforte is running to be your next congressman and President Trump and I need Greg working with us in Washington to cut your taxes, secure our borders, and protect your Second Amendment rights."	<--"Greg Gianforte is running to be your next congressman and President Trump and I need Greg working with us in Washington to cut your taxes, secure our borders, and protect your Second Amendment rights."	news_392491_4	Q_6437_4
Mention to question weight: [0.31834810972213745, 0.031884681433439255, 0.23403163254261017, 0.0824282169342041, 0.2143412083387375, 0.1768670678138733, 0.3554407060146332, 0.04256777465343475, 0.10071519017219543, 0.11379864811897278, 0.04256777465343475, 0.34696945548057556, 0.05063159763813019, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.22207456827163696, 0.0036498666740953922, 0.16931554675102234, 0.024409204721450806, 0.1280793845653534, 0.1254008561372757, 0.19295577704906464, 0.041516002267599106, 0.12209609150886536, 0.1092972531914711, 0.041516002267599106, 0.21718677878379822, 0.023418759927153587, 0.6979559063911438, 0.1748088300228119, 0.21718677878379822]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.14468058943748474, 0.2792242169380188, 0.26738691329956055, 0.3138636350631714]
Mention choice: None
Turn choice: None
Answer mentions: ['Greg Gianforte', 'Trump', 'Washington', 'Second Amendment', 'Greg Gianforte']
Answer mention types: None
---
0.9034279203414917	None	2.1510188579559326	Republican Montana Rep. Greg Gianforte has been ordered to be photographed and fingerprinted for assaulting a reporter in May    opening the door for the congressman s mugshot to be plastered in opponents  campaign ads in next year s election.	<--Republican Montana Rep. Greg Gianforte has been ordered to be photographed and fingerprinted for assaulting a reporter in May    opening the door for the congressman s mugshot to be plastered in opponents  campaign ads in next year s election.	news_598286_1	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188468515872955, 0.23403166234493256, 0.08242817968130112, 0.2143411487340927, 0.1768670529127121, 0.3554407060146332, 0.04256775975227356, 0.10071520507335663, 0.11379861831665039, 0.04256775975227356, 0.3469693958759308, 0.05063158646225929, 0.7145090103149414, 0.3631000816822052, 0.3469693958759308]
Mention to answer weight: [0.14830639958381653, 0.08905231952667236, 0.08930237591266632, -0.007822534069418907, 0.14224351942539215, 0.10609450191259384, 0.1566896140575409, 0.05903209373354912, 0.05187055468559265, 0.0728234350681305, 0.05903209373354912, 0.15844443440437317, -0.012734336778521538, 0.5794802904129028, 0.0797199159860611, 0.15844443440437317]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.1306813508272171, 0.15841993689537048, 0.18463504314422607, 0.19752220809459686]
Mention choice: None
Turn choice: None
Answer mentions: ['Greg Gianforte', 'Montana Gianforte', 'Republican']
Answer mention types: None
---
0.8915581226348877	None	2.1227574348449707	Greg Gianforte, a tech entrepreneur and political novice, was declared the winner over Democrat Rob Quist by the Associated Press.	<--Greg Gianforte, a tech entrepreneur and political novice, was declared the winner over Democrat Rob Quist by the Associated Press.	news_399202_3	Q_6437_4
Mention to question weight: [0.31834810972213745, 0.03188471496105194, 0.23403166234493256, 0.0824282243847847, 0.2143411934375763, 0.17686708271503448, 0.3554407060146332, 0.04256778955459595, 0.10071519017219543, 0.11379865556955338, 0.04256778955459595, 0.34696945548057556, 0.050631605088710785, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.1523492932319641, 0.005706357769668102, 0.15921682119369507, 0.04463709145784378, 0.138072207570076, 0.14257125556468964, 0.23521186411380768, -0.045451920479536057, 0.06999721378087997, 0.05473170429468155, -0.045451920479536057, 0.22722867131233215, 0.04230967164039612, 0.5827470421791077, 0.11522871255874634, 0.22722867131233215]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.06378208100795746, 0.3891603648662567, 0.1674121916294098, 0.24464209377765656]
Mention choice: None
Turn choice: None
Answer mentions: ['Democrat', 'Associated Press', 'Greg Gianforte', 'Rob Quist']
Answer mention types: None
---
0.8831781578063964	None	2.1028051376342773	Greg s team probably thinks using Trump is a good move because Trump won the state, and Greg didn t,  said one Republican strategist who s worked in Montana.	<--Greg s team probably thinks using Trump is a good move because Trump won the state, and Greg didn t,  said one Republican strategist who s worked in Montana.	news_365777_22	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.031884707510471344, 0.23403164744377136, 0.08242819458246231, 0.21434113383293152, 0.1768670678138733, 0.3554407060146332, 0.042567767202854156, 0.10071520507335663, 0.11379864066839218, 0.042567767202854156, 0.34696945548057556, 0.0506315715610981, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.13963349163532257, 0.21308761835098267, 0.13060598075389862, 0.11545133590698242, 0.07085258513689041, 0.08631978929042816, 0.11297260224819183, 0.10742076486349106, 0.10041543841362, 0.07159113883972168, 0.10742076486349106, 0.15507318079471588, 0.07023656368255615, 0.3108227550983429, 0.14992237091064453, 0.15507318079471588]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.2332223802804947, 0.2908778786659241, 0.3750671446323395, 0.28698262572288513]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana', 'Trump Jr.', 'Republican', 'Trump Jr.', 'Greg didn']
Answer mention types: None
---
0.8672281265258789	None	2.064828872680664	Share on Facebook Share on Twitter Montana Republican congressional candidate Greg Gianforte allegedly  body-slammed  a reporter on Wednesday at a campaign event.	<--Share on Facebook Share on Twitter Montana Republican congressional candidate Greg Gianforte allegedly  body-slammed  a reporter on Wednesday at a campaign event.	news_395727_0	Q_6437_4
Mention to question weight: [0.31834810972213745, 0.03188471496105194, 0.23403166234493256, 0.0824282243847847, 0.2143411934375763, 0.17686708271503448, 0.3554407060146332, 0.04256778955459595, 0.10071519017219543, 0.11379865556955338, 0.04256778955459595, 0.34696945548057556, 0.050631605088710785, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.0817817747592926, 0.20962880551815033, 0.14333254098892212, -0.0125687625259161, 0.10325286537408829, 0.12172146141529083, 0.09964127838611603, 0.010183385573327541, 0.10516718029975891, 0.07780122011899948, 0.010183385573327541, 0.11097218841314316, 0.0022146496921777725, 0.6523571014404297, 0.09240467101335526, 0.11097218841314316]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.11282172799110413, 0.1763400137424469, 0.16538000106811523, 0.23483353853225708]
Mention choice: None
Turn choice: None
Answer mentions: ['Facebook Share', 'Greg Gianforte', 'Montana', 'Republican']
Answer mention types: None
---
0.8628327655792236	None	2.05436372756958	Greg Gianforte, the GOP House candidate in Montana who was neck-and-neck with his Democratic opponent before Thursday's special election, was cited for misdemeanor assault after an incident with a newspaper reporter, just hours before polls open.	<--Greg Gianforte, the GOP House candidate in Montana who was neck-and-neck with his Democratic opponent before Thursday's special election, was cited for misdemeanor assault after an incident with a newspaper reporter, just hours before polls open.	news_396397_1	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188468515872955, 0.23403166234493256, 0.08242817968130112, 0.2143411487340927, 0.1768670529127121, 0.3554407060146332, 0.04256775975227356, 0.10071520507335663, 0.11379861831665039, 0.04256775975227356, 0.3469693958759308, 0.05063158646225929, 0.7145090103149414, 0.3631000816822052, 0.3469693958759308]
Mention to answer weight: [0.14628541469573975, 0.13150815665721893, 0.08334995806217194, 0.030266519635915756, 0.12250695377588272, 0.07966648787260056, 0.13169462978839874, 0.05489221215248108, 0.05732801929116249, 0.07431837916374207, 0.05489221215248108, 0.1384355127811432, -0.0008046499569900334, 0.6206586360931396, 0.05706563591957092, 0.1384355127811432]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.13101494312286377, 0.21202196180820465, 0.14024797081947327, 0.17929372191429138]
Mention choice: None
Turn choice: None
Answer mentions: ['Montana', 'GOP', 'House', 'Democratic', 'Greg Gianforte']
Answer mention types: None
---
0.8596575593948363	None	2.0468037128448486	He apologized to the reporter who accused him of 'body-slamming' him on Wednesday Bozeman, Montana (CNN) Republican Greg Gianforte has won the special election for Montana's open US House seat, CNN projects, defeating Democrat Rob Quist and capping off a whirlwind final 36 hours of the campaign that saw Gianforte being charged for allegedly assaulting a reporter.	<--He apologized to the reporter who accused him of 'body-slamming' him on Wednesday Bozeman, Montana (CNN) Republican Greg Gianforte has won the special election for Montana's open US House seat, CNN projects, defeating Democrat Rob Quist and capping off a whirlwind final 36 hours of the campaign that saw Gianforte being charged for allegedly assaulting a reporter.	news_399067_5	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.03188467398285866, 0.23403163254261017, 0.08242819458246231, 0.2143411487340927, 0.1768670678138733, 0.3554407060146332, 0.04256775975227356, 0.10071517527103424, 0.1137985959649086, 0.04256775975227356, 0.34696945548057556, 0.0506315752863884, 0.7145090103149414, 0.36310020089149475, 0.34696945548057556]
Mention to answer weight: [0.18410560488700867, 0.18961399793624878, 0.17138037085533142, 0.05493738129734993, 0.09058043360710144, 0.17389051616191864, 0.17676196992397308, 0.016562264412641525, 0.05376959964632988, 0.0258417297154665, 0.016562264412641525, 0.17942671477794647, 0.007356004789471626, 0.5361826419830322, 0.16015209257602692, 0.17942671477794647]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.19391316175460815, 0.35284894704818726, 0.23320648074150085, 0.288338840007782]
Mention choice: None
Turn choice: None
Answer mentions: ['Greg Gianforte', 'Montana', 'CNN', 'Republican', 'Greg Gianforte', 'Rob Quist', 'Democrat', 'CNN', 'Montana', 'Bozeman', 'US House']
Answer mention types: None
---
0.8330884766578674	None	1.9835439920425415	International Politics EAST HELENA, Mont. (AP) " Donald Trump Jr., the president's son, returned to Montana on Thursday for rallies across the state to support the congressional bid of Republican Greg Gianforte, who he said was needed in Washington to help advance the agenda of the Trump White House.	<--International Politics EAST HELENA, Mont. (AP) " Donald Trump Jr., the president's son, returned to Montana on Thursday for rallies across the state to support the congressional bid of Republican Greg Gianforte, who he said was needed in Washington to help advance the agenda of the Trump White House.	news_365102_1	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188474848866463, 0.23403166234493256, 0.0824282094836235, 0.2143411487340927, 0.17686709761619568, 0.3554407060146332, 0.04256775975227356, 0.10071521997451782, 0.11379864811897278, 0.04256775975227356, 0.3469694256782532, 0.05063161626458168, 0.7145090103149414, 0.36310014128685, 0.3469694256782532]
Mention to answer weight: [0.17498263716697693, 0.4358082413673401, 0.21762290596961975, 0.09635741263628006, 0.0904923677444458, 0.19341668486595154, 0.1761530190706253, 0.17244522273540497, 0.11794266104698181, 0.04314471408724785, 0.17244522273540497, 0.19039078056812286, 0.141590878367424, 0.5945599675178528, 0.12930205464363098, 0.19039078056812286]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.2346758097410202, 0.21509286761283875, 0.40060463547706604, 0.2621009647846222]
Mention choice: None
Turn choice: None
Answer mentions: ['AP', 'Republican', 'Greg Gianforte', 'Donald Trump Jr.', 'Montana', 'Mont.', 'Presidency of Donald Trump', 'Washington']
Answer mention types: None
---
0.8037188959121704	None	1.913616418838501	That doesn t describe Quist, a musician who is running against Greg Gianforte, a businessman who waged an unsuccessful challenge against Democratic Gov. Steve Bullock in 2016.	<--That doesn t describe Quist, a musician who is running against Greg Gianforte, a businessman who waged an unsuccessful challenge against Democratic Gov. Steve Bullock in 2016.	news_225370_36	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.031884707510471344, 0.23403164744377136, 0.08242819458246231, 0.21434113383293152, 0.1768670678138733, 0.3554407060146332, 0.042567767202854156, 0.10071520507335663, 0.11379864066839218, 0.042567767202854156, 0.34696945548057556, 0.0506315715610981, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.23187066614627838, 0.06924595683813095, 0.4131016135215759, 0.03171592205762863, 0.11379119753837585, 0.4050735831260681, 0.2610986530780792, 0.017640693113207817, 0.07493291050195694, 0.06965497136116028, 0.017640693113207817, 0.2572660744190216, 0.07742996513843536, 0.5311736464500427, 0.15689969062805176, 0.2572660744190216]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.24810141324996948, 0.3629082441329956, 0.27617213129997253, 0.23897603154182434]
Mention choice: None
Turn choice: None
Answer mentions: ['Greg Gianforte', 'Democratic', 'Steve Bullock', 'Quist']
Answer mention types: None
---
+++++


Expanded question: 'Mike Cooney Greg Gianforte USDA Rural Development Montana Steve Charles Robison Mike Pence Adjutant General State Montana National Guard John United States Greg Steve Bullock John Walsh Donald Trump Jr. What was congratulated for?'
Question: What was congratulated for?
1.5618153810501099	On October 18, 2018, during a rally in Missoula, Montana, President Donald Trump congratulated Greg Gianforte for his assault on Jacobs.	<--On October 18, 2018, during a rally in Missoula, Montana, President Donald Trump congratulated Greg Gianforte for his assault on Jacobs.	N/A	Q_6437_5
0.49883854389190674	Mike Pence congratulated Greg Pence    one of his three brothers    on winning the 6th District Congressional seat Tuesday night and expressed his eagerness to work closely with the Hoosier State in order to advance President Trump's agenda.	<--Mike Pence congratulated Greg Pence    one of his three brothers    on winning the 6th District Congressional seat Tuesday night and expressed his eagerness to work closely with the Hoosier State in order to advance President Trump's agenda.	news_1437329_4	Q_6437_5
0.2520865499973297	In a Tuesday night tweet, Trump congratulated Handel, saying "we are all very proud of you!"	<--In a Tuesday night tweet, Trump congratulated Handel, saying "we are all very proud of you!"	news_463447_16	Q_6437_5
0.2520863711833954	In a Tuesday night tweet, Trump congratulated Handel, saying "we are all very proud of you!"	<--In a Tuesday night tweet, Trump congratulated Handel, saying "we are all very proud of you!"	news_462948_16	Q_6437_5
-0.48397472500801086	"I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE, Judge Brett Kavanaugh, to the United States Supreme Court," the president wrote minutes after Vice President Mike Pence officially announced Kavanaugh's confirmation.	<--"I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE, Judge Brett Kavanaugh, to the United States Supreme Court," the president wrote minutes after Vice President Mike Pence officially announced Kavanaugh's confirmation.	news_1377913_2	Q_6437_5
-1.5231993198394775	President Trump said Friday North Korea is a  world problem  that will be solved  at some point,  congratulated the Montana Republican charged with assault on winning a special House election and participated in the first day of a two-day G7 summit in Italy.	<--President Trump said Friday North Korea is a  world problem  that will be solved  at some point,  congratulated the Montana Republican charged with assault on winning a special House election and participated in the first day of a two-day G7 summit in Italy.	news_400901_2	Q_6437_5
-1.88703453540802	Quist told supporters that he called Gianforte to congratulate him on his win and to urge him to represent all Montanans.	<--Quist told supporters that he called Gianforte to congratulate him on his win and to urge him to represent all Montanans.	news_399166_12	Q_6437_5
-1.8870364427566528	Quist told supporters that he called Gianforte to congratulate him on his win and to urge him to represent all Montanans.	<--Quist told supporters that he called Gianforte to congratulate him on his win and to urge him to represent all Montanans.	news_399272_12	Q_6437_5
-1.9875928163528442	He alarmed China by breaking with decades of precedent last month by taking a congratulatory telephone call from Taiwan's President Tsai Ing-wen.	<--He alarmed China by breaking with decades of precedent last month by taking a congratulatory telephone call from Taiwan's President Tsai Ing-wen.	news_57611_125	Q_6437_5
-2.175555467605591	Following Judge Brett Kavanaugh's   confirmation to the Supreme Court on a 50-48 vote   Saturday afternoon, President Trump congratulated his "great nominee."	<--Following Judge Brett Kavanaugh's   confirmation to the Supreme Court on a 50-48 vote   Saturday afternoon, President Trump congratulated his "great nominee."	news_1377913_1	Q_6437_5
-2.5143609046936035	"Congrats to my brother @GregPenceIN on being elected to serve in the US Congress," Mike Pence wrote, in part.	<--"Congrats to my brother @GregPenceIN on being elected to serve in the US Congress," Mike Pence wrote, in part.	news_1437329_5	Q_6437_5
-2.769211769104004	It also comes after someone at the White House leaked that Trump was urged in briefing documents not to congratulate Russian President Vladimir Putin about his recent re-election win.	<--It also comes after someone at the White House leaked that Trump was urged in briefing documents not to congratulate Russian President Vladimir Putin about his recent re-election win.	news_1013135_7	Q_6437_5
-4.054062366485596	-- CONGRATS to PETER HAMBY and Snap s  Good Luck America  for winning a 2017 Edward R. Murrow Award.	<---- CONGRATS to PETER HAMBY and Snap s  Good Luck America  for winning a 2017 Edward R. Murrow Award.	news_462803_124	Q_6437_5
-4.511487007141113	Protesters inside the secure zone #TrumpInauguration pic.twitter.com/MbQmVrLlaU Service members prepare for the inauguration Service members heading into #Inauguration checkpoint pic.twitter.com/Esk9EWPVNr   Alexander Rubinstein (@AlexR_DC) January 20, 2017    Nigel Farage and Marine Le Pen congratulate Trump A 'new era' of co-operation "L'Ã©lection de Donald #Trump ouvre une nouvelle Ã¨re de coopÃ©ration entre les Nations."	<--Protesters inside the secure zone #TrumpInauguration pic.twitter.com/MbQmVrLlaU Service members prepare for the inauguration Service members heading into #Inauguration checkpoint pic.twitter.com/Esk9EWPVNr   Alexander Rubinstein (@AlexR_DC) January 20, 2017    Nigel Farage and Marine Le Pen congratulate Trump A 'new era' of co-operation "L'Ã©lection de Donald #Trump ouvre une nouvelle Ã¨re de coopÃ©ration entre les Nations."	news_57611_153	Q_6437_5
-5.45536994934082	Congrats to @MattForMontana for winning the GOP nomination for #MTSEN last night.	<--Congrats to @MattForMontana for winning the GOP nomination for #MTSEN last night.	news_1187417_3	Q_6437_5
-7.071872234344482	Now they re lining up behind him,  by LA Times  Christine Mai-Duc: http://lat.ms/2rG8fay CONGRATS   JUAN WILLIAMS won the Television Broadcast Journalist of the Year last night at the Multicultural Media Correspondents Dinner: http://bit.ly/2qqhnvf	<--Now they re lining up behind him,  by LA Times  Christine Mai-Duc: http://lat.ms/2rG8fay CONGRATS   JUAN WILLIAMS won the Television Broadcast Journalist of the Year last night at the Multicultural Media Correspondents Dinner: http://bit.ly/2qqhnvf	news_399892_151	Q_6437_5
-8.501391410827637	Barry Bennett, who had served as an advisor to Trump's 2016 campaign, commented on this, saying, Rick Wilson commented that these trips had the appearance of some sort of, Ã¢  nostalgia tourÃ¢   for Trump, bringing him back to the experience he enjoyed when campaigning for the 2016 election of holding rallies before adulating crowds of supporters..	<--Barry Bennett, who had served as an advisor to Trump's 2016 campaign, commented on this, saying, Rick Wilson commented that these trips had the appearance of some sort of, Ã¢  nostalgia tourÃ¢   for Trump, bringing him back to the experience he enjoyed when campaigning for the 2016 election of holding rallies before adulating crowds of supporters..	wiki_2069526_174	Q_6437_5
-8.753266334533691	Lawmakers and religious leaders from about 70 countries gathered at the annual multi-faith event, which is meant to bring together bipartisan political leaders and their religious counterparts.	<--Lawmakers and religious leaders from about 70 countries gathered at the annual multi-faith event, which is meant to bring together bipartisan political leaders and their religious counterparts.	news_118882_33	Q_6437_5
-9.062822341918945	The dinner was black tie and invitation-only, and was described by "The Wall Street Journal" as the most high-profile event preceding the inauguration, with both Trump and Vice President-elect Mike Pence addressing the gathering.	<--The dinner was black tie and invitation-only, and was described by "The Wall Street Journal" as the most high-profile event preceding the inauguration, with both Trump and Vice President-elect Mike Pence addressing the gathering.	wiki_1718347_36	Q_6437_5
-9.166547775268555	On January 21, President Trump, First Lady Melania Trump, Vice President Pence and Second Lady Karen Pence gathered at the Washington National Cathedral for a national day of prayer, a tradition dating back to the first President, George Washington.	<--On January 21, President Trump, First Lady Melania Trump, Vice President Pence and Second Lady Karen Pence gathered at the Washington National Cathedral for a national day of prayer, a tradition dating back to the first President, George Washington.	wiki_1718347_162	Q_6437_5
-9.195788383483887	In New York, Lara spoke at the Sheraton New York Times Square Hotel on June 20th for the annual New York Republican State Committee gala.	<--In New York, Lara spoke at the Sheraton New York Times Square Hotel on June 20th for the annual New York Republican State Committee gala.	wiki_2069526_221	Q_6437_5
