

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
Max Answer Entities: ['Florida', 'Mai Tai Lounge', 'Island Bar & Grill', 'Margaritaville', "Trader Vic's", 'Señor Pico', 'Sarasota']


1.3953761959075928	None	3.322324275970459	The Trader Vic's Corporation has also franchised restaurants and bars under the names the Mai Tai Lounge (all locations defunct), Trader Vic's Island Bar & Grill (opened 2010 in Sarasota, Florida, shuttered in 2013 - where the company experimented with a Margaritaville-like concept), and Señor Pico.	<--The Trader Vic's Corporation has also franchised restaurants and bars under the names the Mai Tai Lounge (all locations defunct), Trader Vic's Island Bar & Grill (opened 2010 in Sarasota, Florida, shuttered in 2013 - where the company experimented with a Margaritaville-like concept), and Señor Pico.	N/A	Q_3358_4
Mention to question weight: [0.06893686950206757, 0.3379063606262207, 0.14574302732944489, 0.10381118953227997, 0.06893686950206757, 0.11485143005847931, 0.10381118953227997, 0.27483752369880676, 0.3811136782169342, 0.3811136782169342, 0.06584613025188446]
Mention to answer weight: [0.01426256075501442, 0.2961265742778778, 0.04111717641353607, 0.05198461934924126, 0.01426256075501442, 0.035308584570884705, 0.05198461934924126, 0.1916753649711609, 0.49244120717048645, 0.49244120717048645, 0.12201289087533951]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.3697173297405243, 0.47654780745506287, 0.5116367340087891, 0.6204187273979187]
Mention choice: None
Turn choice: None
Answer mentions: ['Florida', 'Mai Tai Lounge', 'Island Bar & Grill', 'Margaritaville', "Trader Vic's", 'Señor Pico', 'Sarasota']
Answer mention types: None
---
1.1804685401916504	None	2.8106393814086914	The Trader Vic's Corporation also franchises restaurants and bars under the names the Mai Tai Lounge, Trader Vic's Island Bar &amp; Grill (which opened in 2010 in Sarasota, FL and shuttered in 2013 - where the company experimented with a Hooters-like concept but not a true Hooters knockoff), and SeÃ ±or Pico, which take the total restaurant count up to 27.	<--The Trader Vic's Corporation also franchises restaurants and bars under the names the Mai Tai Lounge, Trader Vic's Island Bar &amp; Grill (which opened in 2010 in Sarasota, FL and shuttered in 2013 - where the company experimented with a Hooters-like concept but not a true Hooters knockoff), and SeÃ ±or Pico, which take the total restaurant count up to 27.	wiki_2153079_21	Q_3358_4
Mention to question weight: [0.06893683969974518, 0.3379063904285431, 0.1457429826259613, 0.10381116718053818, 0.06893683969974518, 0.11485140025615692, 0.10381116718053818, 0.274837464094162, 0.3811136782169342, 0.3811136782169342, 0.06584616750478745]
Mention to answer weight: [-0.003236715914681554, 0.33201390504837036, 0.030700169503688812, 0.08145742863416672, -0.003236715914681554, 0.044318318367004395, 0.08145742863416672, 0.22129034996032715, 0.44372227787971497, 0.44372227787971497, 0.1256653070449829]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.34560421109199524, 0.4318126142024994, 0.5781761407852173, 0.6727927327156067]
Mention choice: None
Turn choice: None
Answer mentions: ['FL', 'Sarasota', 'Island Bar &', "Trader Vic's", 'Grill', 'Hooters', 'SeÃ', 'Hooters', 'Mai Tai Lounge', '±or Pico']
Answer mention types: None
---
-0.010003528408706188	None	-0.02381792478263378	A second Disney tiki bar, called Trader Sam's Grog Grotto, opened in 2015 at Disney's Polynesian Resort in Walt Disney World.	<--A second Disney tiki bar, called Trader Sam's Grog Grotto, opened in 2015 at Disney's Polynesian Resort in Walt Disney World.	wiki_4831617_22	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584612280130386]
Mention to answer weight: [-0.016693394631147385, 0.10615306347608566, -0.03603282570838928, -0.06297923624515533, -0.016693394631147385, 0.037949513643980026, -0.06297923624515533, 0.07537034898996353, 0.12485400587320328, 0.12485400587320328, 0.2568458616733551]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.21050675213336945, 0.21621602773666382, 0.23601388931274414, 0.3833485245704651]
Mention choice: None
Turn choice: None
Answer mentions: ['Walt Disney World', 'second Disney', 'Grog Grotto', "Trader Sam's Enchanted Tiki Bar", "Disney's Polynesian Village Resort"]
Answer mention types: None
---
-0.14004002094268797	None	-0.33342862129211426	The other archetypal bar is Trader Vic's, the first of which was created by Victor Bergeron in Oakland, California, in 1936.	<--The other archetypal bar is Trader Vic's, the first of which was created by Victor Bergeron in Oakland, California, in 1936.	wiki_3294671_13	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063010215759, 0.14574302732944489, 0.10381117463111877, 0.06893685460090637, 0.11485136300325394, 0.10381117463111877, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584613770246506]
Mention to answer weight: [0.10740310698747635, 0.2860186696052551, 0.24693411588668823, 0.08936618268489838, 0.10740310698747635, 0.035605866461992264, 0.08936618268489838, 0.2786673307418823, 0.565044105052948, 0.565044105052948, -0.05370286852121353]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.46279484033584595, 0.4975948631763458, 0.3470284938812256, 0.5104117393493652]
Mention choice: None
Turn choice: None
Answer mentions: ['California', "Trader Vic's", 'Oakland', "Trader Vic's"]
Answer mention types: None
---
-0.46848485469818113	None	-1.1154401302337646	Trader Sam's Enchanted Tiki Bar is a tiki-themed bar located at the Disneyland Hotel in Anaheim, California, United States, that opened in May 2011.	<--Trader Sam's Enchanted Tiki Bar is a tiki-themed bar located at the Disneyland Hotel in Anaheim, California, United States, that opened in May 2011.	wiki_4831617_0	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584612280130386]
Mention to answer weight: [0.07727856189012527, 0.17218981683254242, 0.17303787171840668, -0.07045702636241913, 0.07727856189012527, 0.1111392229795456, -0.07045702636241913, 0.21250547468662262, 0.1912006437778473, 0.1912006437778473, 0.3148181736469269]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.266588419675827, 0.3562578856945038, 0.2678195536136627, 0.38490936160087585]
Mention choice: None
Turn choice: None
Answer mentions: ['Anaheim', 'Disneyland Hotel', 'United States', "Trader Sam's Enchanted Tiki Bar", 'California']
Answer mention types: None
---
-0.6708652210235595	None	-1.5972981452941895	The Tiki themed bar and restaurant chains founded by Donn  Don the Beachcomber  Beach and Victor Jules  Trader Vic  Bergeron were particularly successful.	<--The Tiki themed bar and restaurant chains founded by Donn  Don the Beachcomber  Beach and Victor Jules  Trader Vic  Bergeron were particularly successful.	news_224794_5	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063010215759, 0.14574302732944489, 0.10381117463111877, 0.06893685460090637, 0.11485136300325394, 0.10381117463111877, 0.2748374938964844, 0.38111358880996704, 0.38111358880996704, 0.06584612280130386]
Mention to answer weight: [0.0701354593038559, 0.2125338464975357, 0.07286021113395691, 0.1501057744026184, 0.0701354593038559, 0.07157323509454727, 0.1501057744026184, 0.2659827470779419, 0.32698461413383484, 0.32698461413383484, 0.37456172704696655]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.24519069492816925, 0.35275721549987793, 0.3391667604446411, 0.5626760125160217]
Mention choice: None
Turn choice: None
Answer mentions: ['Donn', 'Victor Jules', 'Tiki', 'Trader Vic  Bergeron']
Answer mention types: None
---
-0.724615216255188	None	-1.7252743244171143	Trader Sam's incorporates elements of traditional tiki bars (glass floats, bamboo, tiki carvings) combined with memorabilia from Disney rides and movies like Indiana Jones and 20,000 Leagues Under the Sea.	<--Trader Sam's incorporates elements of traditional tiki bars (glass floats, bamboo, tiki carvings) combined with memorabilia from Disney rides and movies like Indiana Jones and 20,000 Leagues Under the Sea.	wiki_4831617_3	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584612280130386]
Mention to answer weight: [0.00030134350527077913, 0.2733219265937805, 0.04010330140590668, -0.01507353875786066, 0.00030134350527077913, 0.053561899811029434, -0.01507353875786066, 0.12635831534862518, 0.3125159442424774, 0.3125159442424774, 0.2965347170829773]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.23072822391986847, 0.38557422161102295, 0.30781930685043335, 0.4639812409877777]
Mention choice: None
Turn choice: None
Answer mentions: ["Trader Sam's Enchanted Tiki Bar", 'Disney Imagineer', 'Sea', 'Indiana Jones']
Answer mention types: None
---
-0.832414813041687	None	-1.9819400310516357	As of 2008, Trader Vic's Restaurant chain began to open small establishments called Mai Tai Bars that primarily serve cocktails and "pupus" (appetizers).	<--As of 2008, Trader Vic's Restaurant chain began to open small establishments called Mai Tai Bars that primarily serve cocktails and "pupus" (appetizers).	wiki_3811454_20	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584612280130386]
Mention to answer weight: [0.040361158549785614, 0.33463457226753235, 0.024769537150859833, 0.03777651488780975, 0.040361158549785614, 0.11939352750778198, 0.03777651488780975, 0.12119293957948685, 0.522821843624115, 0.522821843624115, 0.1703241914510727]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.2461739480495453, 0.4450138211250305, 0.3787810504436493, 0.5644201636314392]
Mention choice: None
Turn choice: None
Answer mentions: ["Trader Vic's", 'Mai Tai']
Answer mention types: None
---
-1.010249891281128	None	-2.4053568840026855	Ernest Coffee shop and Bootlegger Tiki bar opened in 2015 in the old Don the Beachcomber location in Palm Springs, CA.	<--Ernest Coffee shop and Bootlegger Tiki bar opened in 2015 in the old Don the Beachcomber location in Palm Springs, CA.	wiki_4478529_49	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063010215759, 0.14574302732944489, 0.10381117463111877, 0.06893685460090637, 0.11485136300325394, 0.10381117463111877, 0.2748374938964844, 0.38111358880996704, 0.38111358880996704, 0.06584613770246506]
Mention to answer weight: [0.028195278719067574, 0.11581931263208389, 0.10631916671991348, 0.07241391390562057, 0.028195278719067574, 0.03916476294398308, 0.07241391390562057, 0.30073651671409607, 0.2106567770242691, 0.2106567770242691, 0.27519160509109497]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.23892994225025177, 0.269727498292923, 0.28569304943084717, 0.39759230613708496]
Mention choice: None
Turn choice: None
Answer mentions: ['Don the Beachcomber', 'Palm Springs', 'Bootlegger Tiki', 'CA', 'Ernest Coffee']
Answer mention types: None
---
-1.1282831668853759	None	-2.6863884925842285	Named one of the top 5 tiki bars in Los Angeles by LA Weekly, Trader Sam's is one of many tiki bars gaining popularity throughout the United States, and even the world, in what some call tiki's "third wave".	<--Named one of the top 5 tiki bars in Los Angeles by LA Weekly, Trader Sam's is one of many tiki bars gaining popularity throughout the United States, and even the world, in what some call tiki's "third wave".	wiki_4831617_1	Q_3358_4
Mention to question weight: [0.06893683224916458, 0.3379063904285431, 0.1457429975271225, 0.10381117463111877, 0.06893683224916458, 0.11485140770673752, 0.10381117463111877, 0.27483752369880676, 0.38111361861228943, 0.38111361861228943, 0.06584615260362625]
Mention to answer weight: [0.044205501675605774, 0.3793892562389374, 0.11152277141809464, -0.00576719269156456, 0.044205501675605774, 0.0688784047961235, -0.00576719269156456, 0.19802656769752502, 0.3400253355503082, 0.3400253355503082, 0.3677993416786194]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.34494203329086304, 0.46741431951522827, 0.3590938150882721, 0.47054287791252136]
Mention choice: None
Turn choice: None
Answer mentions: ['LA Weekly', 'Los Angeles', 'United States', "Trader Sam's Enchanted Tiki Bar"]
Answer mention types: None
---
-1.2088665533065794	None	-2.878253698348999	While most tiki bars have a static interior that changes infrequently, if ever, Trader Sam's was designed by Disney Imagineers whose great attention to detail went into the creation of tiki carvings with moving eyes that slowly move back and forth, an animated shipwreck in a bottle, erupting volcanoes, and barstools that sink slowly into the floor.	<--While most tiki bars have a static interior that changes infrequently, if ever, Trader Sam's was designed by Disney Imagineers whose great attention to detail went into the creation of tiki carvings with moving eyes that slowly move back and forth, an animated shipwreck in a bottle, erupting volcanoes, and barstools that sink slowly into the floor.	wiki_4831617_17	Q_3358_4
Mention to question weight: [0.06893686950206757, 0.3379063606262207, 0.14574302732944489, 0.10381118953227997, 0.06893686950206757, 0.11485143005847931, 0.10381118953227997, 0.27483752369880676, 0.3811136782169342, 0.3811136782169342, 0.06584613025188446]
Mention to answer weight: [-0.027533194050192833, 0.2319074273109436, 0.022631501778960228, -0.024929184466600418, -0.027533194050192833, 0.11685165017843246, -0.024929184466600418, 0.05481240153312683, 0.25744789838790894, 0.25744789838790894, 0.3526933789253235]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.23305657505989075, 0.25511065125465393, 0.2633536159992218, 0.40124189853668213]
Mention choice: None
Turn choice: None
Answer mentions: ["Trader Sam's Enchanted Tiki Bar", 'Walt Disney Imagineering']
Answer mention types: None
---
-1.2459639644622802	None	-2.966580867767334	In the 1990s, the Tiki culture was revived by a new generation of fans and new tiki bars were founded all over the world that often looked to Trader Vic's and Don the Beachcomber for inspiration.	<--In the 1990s, the Tiki culture was revived by a new generation of fans and new tiki bars were founded all over the world that often looked to Trader Vic's and Don the Beachcomber for inspiration.	wiki_3294671_21	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.38111361861228943, 0.38111361861228943, 0.06584612280130386]
Mention to answer weight: [-0.031134536489844322, 0.08714241534471512, 0.017483340576291084, 0.04973255470395088, -0.031134536489844322, 0.07553168386220932, 0.04973255470395088, 0.16931934654712677, 0.3849624693393707, 0.3849624693393707, 0.3680626153945923]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.19876541197299957, 0.28154000639915466, 0.39872023463249207, 0.6582724452018738]
Mention choice: None
Turn choice: None
Answer mentions: ['Don', 'Tiki bar', "Trader Vic's"]
Answer mention types: None
---
-1.308687129020691	None	-3.11592173576355	Named after Trader Vic s original California bar, the Hinky Dinks Fizzy (HK$220, gin, rum, apricot liqueur, lime, passion fruit and champagne) was the winner of the evening.	<--Named after Trader Vic s original California bar, the Hinky Dinks Fizzy (HK$220, gin, rum, apricot liqueur, lime, passion fruit and champagne) was the winner of the evening.	news_171738_13	Q_3358_4
Mention to question weight: [0.06893683224916458, 0.3379063904285431, 0.1457429975271225, 0.10381117463111877, 0.06893683224916458, 0.11485140770673752, 0.10381117463111877, 0.27483752369880676, 0.38111361861228943, 0.38111361861228943, 0.06584615260362625]
Mention to answer weight: [0.015347865410149097, 0.16576804220676422, 0.19723504781723022, 0.06389638036489487, 0.015347865410149097, 0.11689838767051697, 0.06389638036489487, 0.18748508393764496, 0.38526079058647156, 0.38526079058647156, 0.11692466586828232]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.2144698053598404, 0.44207629561424255, 0.23379221558570862, 0.4036559462547302]
Mention choice: None
Turn choice: None
Answer mentions: ['California', 'apricot liqueur', "Trader Vic's"]
Answer mention types: None
---
-1.4927433443069458	None	-3.5541508197784424	In addition to classic tiki bar details, Trader Sam's contains references to many elements of the Adventureland area of Disneyland.	<--In addition to classic tiki bar details, Trader Sam's contains references to many elements of the Adventureland area of Disneyland.	wiki_4831617_5	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063010215759, 0.14574302732944489, 0.10381117463111877, 0.06893685460090637, 0.11485136300325394, 0.10381117463111877, 0.2748374938964844, 0.38111358880996704, 0.38111358880996704, 0.06584613770246506]
Mention to answer weight: [0.1133217066526413, 0.2966349422931671, 0.13296805322170258, -0.025612885132431984, 0.1133217066526413, 0.0849766954779625, -0.025612885132431984, 0.19764666259288788, 0.2916111648082733, 0.2916111648082733, 0.18130074441432953]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.24974675476551056, 0.4183601140975952, 0.3223299980163574, 0.4268124997615814]
Mention choice: None
Turn choice: None
Answer mentions: ['Adventureland', 'Disneyland Hotel', "Trader Sam's Enchanted Tiki Bar"]
Answer mention types: None
---
-1.556061315536499	None	-3.7049078941345215	Trader Sam's in unique amongst any other tiki bar in the world in its use of animatronics, lighting, sound effects, and employee interaction when certain drinks are ordered.	<--Trader Sam's in unique amongst any other tiki bar in the world in its use of animatronics, lighting, sound effects, and employee interaction when certain drinks are ordered.	wiki_4831617_16	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063904285431, 0.14574302732944489, 0.10381120443344116, 0.06893685460090637, 0.11485142260789871, 0.10381120443344116, 0.2748374938964844, 0.3811136484146118, 0.3811136484146118, 0.06584612280130386]
Mention to answer weight: [-0.003969672601670027, 0.3488577902317047, 0.022558586671948433, 0.012364047579467297, -0.003969672601670027, 0.15802641212940216, 0.012364047579467297, 0.08367423713207245, 0.3224239945411682, 0.3224239945411682, 0.36274388432502747]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.2656385600566864, 0.3774356544017792, 0.3475669026374817, 0.4506847560405731]
Mention choice: None
Turn choice: None
Answer mentions: ["Trader Sam's Enchanted Tiki Bar"]
Answer mention types: None
---
-1.5662215948104858	None	-3.7290990352630615	Bar review: Wahtiki Island Lounge in Central - authentic taste of the South Pacific At the new Wahtiki Island Lounge, which opened in Central in January, the bar team has been trained by Shi Wah Lee, a long-serving bar manager of Trader Vic s in London, and there is a less progressive agenda.	<--Bar review: Wahtiki Island Lounge in Central - authentic taste of the South Pacific At the new Wahtiki Island Lounge, which opened in Central in January, the bar team has been trained by Shi Wah Lee, a long-serving bar manager of Trader Vic s in London, and there is a less progressive agenda.	news_224794_29	Q_3358_4
Mention to question weight: [0.06893686950206757, 0.3379063606262207, 0.14574302732944489, 0.10381118953227997, 0.06893686950206757, 0.11485143005847931, 0.10381118953227997, 0.27483752369880676, 0.3811136782169342, 0.3811136782169342, 0.06584613025188446]
Mention to answer weight: [0.007307711057364941, 0.0611828938126564, 0.061401136219501495, 0.014454168267548084, 0.007307711057364941, 0.05455807223916054, 0.014454168267548084, 0.18901649117469788, 0.15587027370929718, 0.15587027370929718, 0.26462697982788086]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.11722545325756073, 0.1764361560344696, 0.23243136703968048, 0.3433193862438202]
Mention choice: None
Turn choice: None
Answer mentions: ['Wahtiki Island Lounge', 'Central', 'Shi Wah Lee', 'Trader Vic s', 'London', 'Wahtiki Island Lounge', 'South Pacific']
Answer mention types: None
---
-1.652684655189514	None	-3.9349634647369385	Jay went off on his own to open The Crazy Horse, a West Covina-based country-and-western bar and eatery.	<--Jay went off on his own to open The Crazy Horse, a West Covina-based country-and-western bar and eatery.	wiki_3858039_17	Q_3358_4
Mention to question weight: [0.06893685460090637, 0.3379063010215759, 0.14574302732944489, 0.10381117463111877, 0.06893685460090637, 0.11485136300325394, 0.10381117463111877, 0.2748374938964844, 0.38111358880996704, 0.38111358880996704, 0.06584613770246506]
Mention to answer weight: [-0.034271109849214554, 0.1543615758419037, 0.06516174972057343, 0.18177814781665802, -0.034271109849214554, -0.04408564418554306, 0.18177814781665802, 0.13543270528316498, 0.21042214334011078, 0.21042214334011078, 0.008960587903857231]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.22442391514778137, 0.18808074295520782, 0.1644722819328308, 0.1773689240217209]
Mention choice: None
Turn choice: None
Answer mentions: ['The Crazy Horse', 'Jay', 'West Covina, California']
Answer mention types: None
---
-1.6722939491271973	None	-3.98165225982666	Bar review: Tikitiki Bowling Bar Sai Kung brings Polynesia to the New Territories Drinks matter as well at the Tikitiki Bowling Bar in Sai Kung, but the vast bar/restaurant/bowling alley complex is geared more towards the business of big party groups.	<--Bar review: Tikitiki Bowling Bar Sai Kung brings Polynesia to the New Territories Drinks matter as well at the Tikitiki Bowling Bar in Sai Kung, but the vast bar/restaurant/bowling alley complex is geared more towards the business of big party groups.	news_224794_46	Q_3358_4
Mention to question weight: [0.06893683224916458, 0.3379063904285431, 0.1457429975271225, 0.10381117463111877, 0.06893683224916458, 0.11485140770673752, 0.10381117463111877, 0.27483752369880676, 0.38111361861228943, 0.38111361861228943, 0.06584615260362625]
Mention to answer weight: [0.14559611678123474, 0.0702737495303154, 0.0899372547864914, 0.033981695771217346, 0.14559611678123474, 0.10451235622167587, 0.033981695771217346, 0.14020571112632751, 0.08748866617679596, 0.08748866617679596, 0.3238632082939148]
Turn to question weight: [0.2648252546787262, 0.31265342235565186, 0.3409835994243622, 0.406973659992218]
Turn to answer weight: [0.09131927788257599, 0.23768389225006104, 0.23428234457969666, 0.34968847036361694]
Mention choice: None
Turn choice: None
Answer mentions: ['Polynesia', 'Tikitiki Bowling Bar Sai', 'New Territories Drinks', 'Tikitiki Bowling Bar']
Answer mention types: None
---
+++++


Expanded question: 'Sarasota Tiki Pasadena Joe Señor Pico Trader Vic Florida California Trader Joe Eating Joe Coulombe Beverly Hills Island Bar & Grill Margaritaville Mai Tai Lounge Experienced what in TV org?'
Question: Experienced what in TV org?
-11.408866882324219	In Chapter 16, "After the Fall" a couple meet at Trader Vic's and one walks "into a burst of warm air and bamboo, tiki and totem, dugout canoe hung from the ceiling."	<--In Chapter 16, "After the Fall" a couple meet at Trader Vic's and one walks "into a burst of warm air and bamboo, tiki and totem, dugout canoe hung from the ceiling."	N/A	Q_3358_5
-7.421546459197998	The producers were taking great care with the show experience as well; they had decided to deluge the audience with beach balls at the end, which Mr. Buffett thought would be fun and memorable.	<--The producers were taking great care with the show experience as well; they had decided to deluge the audience with beach balls at the end, which Mr. Buffett thought would be fun and memorable.	news_929263_10	Q_3358_5
-7.435019493103027	"They bring their experience directly to the play," he says.	<--"They bring their experience directly to the play," he says.	news_836223_36	Q_3358_5
-7.558208465576172	I m talking from 32, 33 years  experience.	<--I m talking from 32, 33 years  experience.	news_1345468_84	Q_3358_5
-7.664798259735107	Television career.	<--Television career.	wiki_3815750_77	Q_3358_5
-8.040876388549805	CreditNBC, via Getty Images She is one of the few people who shares the experience that I have.	<--CreditNBC, via Getty Images She is one of the few people who shares the experience that I have.	news_1345468_43	Q_3358_5
-8.176065444946289	The initial premise of the show was based on the adjustment and culture shock that twins Brandon (Jason Priestley) and Brenda Walsh (Shannen Doherty) experienced when they and their parents, Jim (James Eckhouse) and Cindy (Carol Potter) moved from Minneapolis, Minnesota to Beverly Hills.	<--The initial premise of the show was based on the adjustment and culture shock that twins Brandon (Jason Priestley) and Brenda Walsh (Shannen Doherty) experienced when they and their parents, Jim (James Eckhouse) and Cindy (Carol Potter) moved from Minneapolis, Minnesota to Beverly Hills.	wiki_2049040_6	Q_3358_5
-8.217113494873047	Television.	<--Television.	wiki_2049917_59	Q_3358_5
-8.217113494873047	Television.	<--Television.	wiki_3832955_60	Q_3358_5
-8.370786666870117	There s an opportunity here to give people a really great, full experience,  he told them.	<--There s an opportunity here to give people a really great, full experience,  he told them.	news_929263_114	Q_3358_5
-8.370786666870117	There s an opportunity here to give people a really great, full experience,  he told them.	<--There s an opportunity here to give people a really great, full experience,  he told them.	news_929263_223	Q_3358_5
-8.449321746826172	Intrigued by the cover art of, most notably Jimi Hendrix's "Are You Experienced?"	<--Intrigued by the cover art of, most notably Jimi Hendrix's "Are You Experienced?"	wiki_3046114_10	Q_3358_5
-8.486921310424805	In addition to chronicling the friendships and romantic relationships of the characters, the show also addressed numerous of topical issues such as sex, date rape, homophobia, animal rights, alcoholism, drug abuse, domestic violence, eating disorders, antisemitism, racism, teenage suicide, teenage pregnancy, and AIDS.	<--In addition to chronicling the friendships and romantic relationships of the characters, the show also addressed numerous of topical issues such as sex, date rape, homophobia, animal rights, alcoholism, drug abuse, domestic violence, eating disorders, antisemitism, racism, teenage suicide, teenage pregnancy, and AIDS.	wiki_2049040_7	Q_3358_5
-8.758122444152832	She spots Schlomo and tells him the truth about her experiences in Hollywood ("In L.A.").	<--She spots Schlomo and tells him the truth about her experiences in Hollywood ("In L.A.").	wiki_986052_153	Q_3358_5
-8.781342506408691	Landis said that the film "was a very strange experience" In an interview with "The A.V. Club" in 2009, Bronson Pinchot claimed that Eddie Murphy "was really depressed" at the time "Beverly Hills Cop III" was being filmed.	<--Landis said that the film "was a very strange experience" In an interview with "The A.V. Club" in 2009, Bronson Pinchot claimed that Eddie Murphy "was really depressed" at the time "Beverly Hills Cop III" was being filmed.	wiki_2134396_84	Q_3358_5
-8.834290504455566	Together they wanted to send out the message that TV drama must reflect everyone regardless of race, gender, class, sexual orientation or disability.	<--Together they wanted to send out the message that TV drama must reflect everyone regardless of race, gender, class, sexual orientation or disability.	wiki_1093432_20	Q_3358_5
-8.839988708496094	He regularly appears on the Joe Rogan podcast The Joe Rogan Experience.	<--He regularly appears on the Joe Rogan podcast The Joe Rogan Experience.	wiki_985651_3	Q_3358_5
-8.876001358032227	After his early years growing up in Chicago, the film goes on to show his experience being a cable car driver, and even an Air force pilot.	<--After his early years growing up in Chicago, the film goes on to show his experience being a cable car driver, and even an Air force pilot.	wiki_613262_7	Q_3358_5
-8.88925552368164	DWE Talent now focuses on the pop culture world of non-scripted television creation and production and Weintraub has been involved in many shows and pilot shows, as well as the management of the careers of pop culture celebrities.	<--DWE Talent now focuses on the pop culture world of non-scripted television creation and production and Weintraub has been involved in many shows and pilot shows, as well as the management of the careers of pop culture celebrities.	wiki_1491280_21	Q_3358_5
-8.994524955749512	The writers and the viewers buy into a myth that people aren't particularly complex, that the full range of their feelings and actions can be revealed in a few hours on the TV.	<--The writers and the viewers buy into a myth that people aren't particularly complex, that the full range of their feelings and actions can be revealed in a few hours on the TV.	wiki_160905_70	Q_3358_5
-9.222991943359375	Film and television career.	<--Film and television career.	wiki_3953986_9	Q_3358_5
-9.226243019104004	Teaching, primarily, other than very sporadic television gigs .	<--Teaching, primarily, other than very sporadic television gigs .	news_1345468_47	Q_3358_5
-9.244733810424805	For many, the experience down on the ground in the boozy thick of it -- particularly the French Quarter and its infamous Bourbon Street -- can prove daunting.	<--For many, the experience down on the ground in the boozy thick of it -- particularly the French Quarter and its infamous Bourbon Street -- can prove daunting.	news_150087_13	Q_3358_5
-9.271512985229492	The Oompa-Loompas warn of the perils of excessive television viewing ("Oompa-Loompa Four").	<--The Oompa-Loompas warn of the perils of excessive television viewing ("Oompa-Loompa Four").	wiki_1173740_77	Q_3358_5
